"Tanpri,rakonte yon ti istwa (500 mo) kote wap rankontre lavi yon pesonaj lan rele Marie epi se yon fransè, souple jus rakonte yon istwa a san ou pa rajoute lot kesyon ouyen eksplikasyon"
"Tanpri,rakonte yon ti istwa (500 mo) kote wap rankontre lavi yon pesonaj lan rele Hugo epi se yon fransè, souple jus rakonte yon istwa a san ou pa rajoute lot kesyon ouyen eksplikasyon"
"Tanpri,rakonte yon ti istwa (500 mo) kote wap rankontre lavi yon pesonaj lan rele Marcel epi se yon fransè, souple jus rakonte yon istwa a san ou pa rajoute lot kesyon ouyen eksplikasyon"
"Tanpri,rakonte yon ti istwa (500 mo) kote wap rankontre lavi yon pesonaj lan rele Albert epi se yon fransè, souple jus rakonte yon istwa a san ou pa rajoute lot kesyon ouyen eksplikasyon"
"Tanpri,rakonte yon ti istwa (500 mo) kote wap rankontre lavi yon pesonaj lan rele Paul epi se yon fransè, souple jus rakonte yon istwa a san ou pa rajoute lot kesyon ouyen eksplikasyon"
"Tanpri,rakonte yon ti istwa (500 mo) kote wap rankontre lavi yon pesonaj lan rele David epi se yon fransè, souple jus rakonte yon istwa a san ou pa rajoute lot kesyon ouyen eksplikasyon"
"Tanpri,rakonte yon ti istwa (500 mo) kote wap rankontre lavi yon pesonaj lan rele Anna epi se yon fransè, souple jus rakonte yon istwa a san ou pa rajoute lot kesyon ouyen eksplikasyon"
"Tanpri,rakonte yon ti istwa (500 mo) kote wap rankontre lavi yon pesonaj lan rele Antoine epi se yon fransè, souple jus rakonte yon istwa a san ou pa rajoute lot kesyon ouyen eksplikasyon"
"Tanpri,rakonte yon ti istwa (500 mo) kote wap rankontre lavi yon pesonaj lan rele Claude epi se yon fransè, souple jus rakonte yon istwa a san ou pa rajoute lot kesyon ouyen eksplikasyon"
"Tanpri,rakonte yon ti istwa (500 mo) kote wap rankontre lavi yon pesonaj lan rele Simone epi se yon fransè, souple jus rakonte yon istwa a san ou pa rajoute lot kesyon ouyen eksplikasyon"
"Tanpri,rakonte yon ti istwa (500 mo) kote wap rankontre lavi yon pesonaj lan rele Alfred epi se yon fransè, souple jus rakonte yon istwa a san ou pa rajoute lot kesyon ouyen eksplikasyon"
"Tanpri,rakonte yon ti istwa (500 mo) kote wap rankontre lavi yon pesonaj lan rele Napoleon epi se yon fransè, souple jus rakonte yon istwa a san ou pa rajoute lot kesyon ouyen eksplikasyon"
"Tanpri,rakonte yon ti istwa (500 mo) kote wap rankontre lavi yon pesonaj lan rele Sophie epi se yon fransè, souple jus rakonte yon istwa a san ou pa rajoute lot kesyon ouyen eksplikasyon"
